(0, 1) (2, 3) (4, 5) (6, 8) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/831
(0, 7) (1, 11) (2, 4) (3, 10) (5, 9) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/864
(0, 7) (1, 11) (2, 5) (3, 4) (6, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/200
(0, 7) (1, 11) (2, 6) (3, 8) (4, 9) (5, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/289
(0, 7) (1, 11) (2, 6) (3, 9) (4, 5) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/498
(0, 7) (1, 11) (2, 6) (3, 10) (4, 9) (5, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/322
(0, 7) (1, 11) (2, 8) (3, 10) (4, 5) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/315
(0, 7) (1, 11) (2, 9) (3, 5) (4, 8) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/127
(0, 8) (1, 2) (3, 5) (4, 6) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/253
(0, 8) (1, 2) (3, 5) (4, 7) (6, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/552
(0, 8) (1, 2) (3, 5) (4, 11) (6, 9) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/547
(0, 8) (1, 2) (3, 6) (4, 10) (5, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/193
(0, 8) (1, 2) (3, 6) (4, 11) (5, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/796
(0, 8) (1, 2) (3, 7) (4, 6) (5, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/618
(0, 8) (1, 2) (3, 7) (4, 9) (5, 10) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/321
(0, 8) (1, 2) (3, 7) (4, 10) (5, 6) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/871
(0, 8) (1, 2) (3, 7) (4, 11) (5, 6) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/649
(0, 8) (1, 2) (3, 9) (4, 7) (5, 11) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/354
(0, 8) (1, 2) (3, 10) (4, 6) (5, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/644
(0, 8) (1, 2) (3, 10) (4, 7) (5, 6) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/467
(0, 8) (1, 2) (3, 11) (4, 6) (5, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/868
(0, 8) (1, 2) (3, 11) (4, 7) (5, 10) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/239
(0, 8) (1, 2) (3, 11) (4, 10) (5, 9) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/190
(0, 8) (1, 3) (2, 4) (5, 6) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/707
(0, 8) (1, 3) (2, 5) (4, 6) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/510
(0, 8) (1, 3) (2, 5) (4, 9) (6, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/719
(0, 8) (1, 3) (2, 5) (4, 11) (6, 7) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/934
(0, 8) (1, 3) (2, 6) (4, 11) (5, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/806
(0, 8) (1, 3) (2, 10) (4, 5) (6, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/474
(0, 8) (1, 3) (2, 10) (4, 6) (5, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/345
(0, 8) (1, 3) (2, 10) (4, 7) (5, 11) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/460
(0, 8) (1, 3) (2, 11) (4, 5) (6, 7) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/158
(0, 8) (1, 3) (2, 11) (4, 5) (6, 9) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/131
(0, 8) (1, 3) (2, 11) (4, 6) (5, 9) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/703
(0, 8) (1, 3) (2, 11) (4, 9) (5, 10) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/754
(0, 8) (1, 4) (2, 3) (5, 6) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/508
(0, 8) (1, 4) (2, 3) (5, 10) (6, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/512
(0, 8) (1, 4) (2, 5) (3, 9) (6, 7) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/350
(0, 8) (1, 4) (2, 6) (3, 5) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/621
(0, 8) (1, 4) (2, 6) (3, 10) (5, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/619
(0, 8) (1, 4) (2, 6) (3, 11) (5, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/506
(0, 8) (1, 4) (2, 7) (3, 5) (6, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/535
(0, 8) (1, 4) (2, 10) (3, 6) (5, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/938
(0, 8) (1, 4) (2, 10) (3, 11) (5, 9) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/334
(0, 8) (1, 4) (2, 11) (3, 10) (5, 7) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/595
(0, 8) (1, 5) (2, 4) (3, 6) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/402
(0, 8) (1, 5) (2, 4) (3, 10) (6, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/378
(0, 8) (1, 5) (2, 6) (3, 4) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/763
(0, 8) (1, 5) (2, 6) (3, 4) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/915
(0, 8) (1, 5) (2, 6) (3, 10) (4, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/976
(0, 8) (1, 5) (2, 6) (3, 10) (4, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/845
(0, 8) (1, 5) (2, 9) (3, 4) (6, 10) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/189
(0, 8) (1, 5) (2, 10) (3, 9) (4, 7) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/787
(0, 8) (1, 6) (2, 3) (4, 9) (5, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/177
(0, 8) (1, 6) (2, 4) (3, 10) (5, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/391
(0, 8) (1, 6) (2, 5) (3, 7) (4, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/313
(0, 8) (1, 6) (2, 5) (3, 9) (4, 7) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/872
(0, 8) (1, 6) (2, 5) (3, 9) (4, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/450
(0, 8) (1, 6) (2, 7) (3, 11) (4, 10) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/536
(0, 8) (1, 6) (2, 9) (3, 4) (5, 10) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/702
(0, 8) (1, 6) (2, 10) (3, 7) (4, 11) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/913
(0, 8) (1, 6) (2, 11) (3, 5) (4, 7) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/874
(0, 8) (1, 7) (2, 4) (3, 5) (6, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/693
(0, 8) (1, 7) (2, 4) (3, 10) (5, 11) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/477
(0, 8) (1, 7) (2, 6) (3, 9) (4, 5) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/374
(0, 8) (1, 7) (2, 10) (3, 6) (4, 5) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/667
(0, 8) (1, 7) (2, 10) (3, 6) (4, 9) (5, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/953
(0, 8) (1, 7) (2, 11) (3, 6) (4, 10) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/344
(0, 8) (1, 7) (2, 11) (3, 10) (4, 6) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/873
(0, 8) (1, 9) (2, 3) (4, 5) (6, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/580
(0, 8) (1, 9) (2, 3) (4, 6) (5, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/406
(0, 8) (1, 9) (2, 4) (3, 10) (5, 6) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/576
(0, 8) (1, 9) (2, 4) (3, 11) (5, 6) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/675
(0, 8) (1, 9) (2, 5) (3, 10) (4, 7) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/732
(0, 8) (1, 9) (2, 7) (3, 5) (4, 10) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/584
(0, 8) (1, 10) (2, 7) (3, 6) (4, 5) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/599
(0, 8) (1, 10) (2, 9) (3, 7) (4, 11) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/458
(0, 8) (1, 10) (2, 11) (3, 5) (4, 9) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/653
(0, 8) (1, 11) (2, 3) (4, 5) (6, 7) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/692
(0, 8) (1, 11) (2, 3) (4, 5) (6, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/128
(0, 8) (1, 11) (2, 3) (4, 9) (5, 7) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/807
(0, 8) (1, 11) (2, 4) (3, 9) (5, 7) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/626
(0, 8) (1, 11) (2, 4) (3, 10) (5, 6) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/209
(0, 8) (1, 11) (2, 7) (3, 6) (4, 10) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/185
(0, 8) (1, 11) (2, 7) (3, 10) (4, 9) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/254
(0, 8) (1, 11) (2, 10) (3, 7) (4, 5) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/228
(0, 8) (1, 11) (2, 10) (3, 9) (4, 6) (5, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/351
(0, 9) (1, 2) (3, 4) (5, 6) (7, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/943
(0, 9) (1, 2) (3, 4) (5, 6) (7, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/728
(0, 9) (1, 2) (3, 5) (4, 10) (6, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/583
(0, 9) (1, 2) (3, 6) (4, 8) (5, 10) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/884
(0, 9) (1, 2) (3, 7) (4, 5) (6, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/304
(0, 9) (1, 2) (3, 8) (4, 6) (5, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/435
(0, 9) (1, 2) (3, 8) (4, 10) (5, 11) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/163
(0, 9) (1, 2) (3, 11) (4, 5) (6, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/318
(0, 9) (1, 2) (3, 11) (4, 6) (5, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/379
(0, 9) (1, 2) (3, 11) (4, 7) (5, 6) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/328
(0, 9) (1, 2) (3, 11) (4, 7) (5, 8) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/168
(0, 9) (1, 3) (2, 4) (5, 8) (6, 7) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/924
(0, 9) (1, 3) (2, 5) (4, 10) (6, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/353
(0, 9) (1, 3) (2, 6) (4, 7) (5, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/642
(0, 9) (1, 3) (2, 11) (4, 7) (5, 8) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/427
(0, 9) (1, 5) (2, 3) (4, 6) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/410
(0, 9) (1, 5) (2, 4) (3, 10) (6, 11) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/424
(0, 9) (1, 5) (2, 6) (3, 4) (7, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/316
(0, 9) (1, 5) (2, 6) (3, 4) (7, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/998
(0, 9) (1, 5) (2, 7) (3, 8) (4, 11) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/210
(0, 9) (1, 5) (2, 8) (3, 11) (4, 7) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/827
(0, 9) (1, 5) (2, 10) (3, 11) (4, 6) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/688
(0, 9) (1, 5) (2, 11) (3, 4) (6, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/818
(0, 9) (1, 5) (2, 11) (3, 10) (4, 6) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/418
(0, 9) (1, 6) (2, 4) (3, 5) (7, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/183
(0, 9) (1, 6) (2, 8) (3, 4) (5, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/487
(0, 9) (1, 6) (2, 10) (3, 4) (5, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/452
(0, 9) (1, 6) (2, 10) (3, 4) (5, 11) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/324
(0, 9) (1, 6) (2, 10) (3, 5) (4, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/935
(0, 9) (1, 7) (2, 3) (4, 11) (5, 10) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/434
(0, 9) (1, 7) (2, 4) (3, 11) (5, 10) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/416
(0, 9) (1, 7) (2, 6) (3, 10) (4, 5) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/564
(0, 9) (1, 7) (2, 8) (3, 6) (4, 5) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/603
(0, 9) (1, 7) (2, 8) (3, 6) (4, 10) (5, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/455
(0, 9) (1, 7) (2, 10) (3, 4) (5, 11) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/120
(0, 9) (1, 7) (2, 10) (3, 11) (4, 5) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/456
(0, 9) (1, 7) (2, 11) (3, 10) (4, 6) (5, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/233
(0, 9) (1, 8) (2, 3) (4, 6) (5, 10) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/338
(0, 9) (1, 8) (2, 4) (3, 6) (5, 10) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/125
(0, 9) (1, 8) (2, 5) (3, 11) (4, 10) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/910
(0, 9) (1, 8) (2, 10) (3, 4) (5, 11) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/232
(0, 9) (1, 8) (2, 10) (3, 6) (4, 5) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/105
(0, 9) (1, 8) (2, 10) (3, 6) (4, 7) (5, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/809
(0, 9) (1, 8) (2, 10) (3, 11) (4, 7) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/658
(0, 9) (1, 8) (2, 11) (3, 6) (4, 7) (5, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/524
(0, 9) (1, 10) (2, 4) (3, 5) (6, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/356
(0, 9) (1, 10) (2, 4) (3, 6) (5, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/244
(0, 9) (1, 10) (2, 4) (3, 8) (5, 6) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/548
(0, 9) (1, 10) (2, 4) (3, 8) (5, 7) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/960
(0, 9) (1, 10) (2, 6) (3, 5) (4, 11) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/801
(0, 9) (1, 10) (2, 7) (3, 8) (4, 11) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/781
(0, 9) (1, 10) (2, 8) (3, 5) (4, 7) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/171
(0, 9) (1, 10) (2, 8) (3, 7) (4, 6) (5, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/958
(0, 9) (1, 10) (2, 11) (3, 6) (4, 5) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/147
(0, 9) (1, 10) (2, 11) (3, 7) (4, 5) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/596
(0, 9) (1, 11) (2, 3) (4, 5) (6, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/900
(0, 9) (1, 11) (2, 3) (4, 7) (5, 8) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/862
(0, 9) (1, 11) (2, 4) (3, 5) (6, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/349
(0, 9) (1, 11) (2, 4) (3, 5) (6, 10) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/319
(0, 9) (1, 11) (2, 5) (3, 4) (6, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/206
(0, 9) (1, 11) (2, 5) (3, 6) (4, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/432
(0, 9) (1, 11) (2, 6) (3, 5) (4, 10) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/409
(0, 9) (1, 11) (2, 6) (3, 7) (4, 5) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/758
(0, 9) (1, 11) (2, 7) (3, 10) (4, 8) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/614
(0, 9) (1, 11) (2, 8) (3, 4) (5, 6) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/170
(0, 9) (1, 11) (2, 8) (3, 10) (4, 6) (5, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/959
(0, 9) (1, 11) (2, 10) (3, 6) (4, 5) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/716
(0, 9) (1, 11) (2, 10) (3, 6) (4, 8) (5, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/540
(0, 10) (1, 2) (3, 4) (5, 7) (6, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/686
(0, 10) (1, 2) (3, 4) (5, 11) (6, 8) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/661
(0, 10) (1, 2) (3, 5) (4, 6) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/652
(0, 10) (1, 2) (3, 6) (4, 5) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/389
(0, 10) (1, 2) (3, 7) (4, 6) (5, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/950
(0, 10) (1, 2) (3, 7) (4, 9) (5, 6) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/906
(0, 10) (1, 3) (2, 4) (5, 8) (6, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/970
(0, 10) (1, 3) (2, 4) (5, 9) (6, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/933
(0, 10) (1, 3) (2, 5) (4, 8) (6, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/726
(0, 10) (1, 3) (2, 6) (4, 7) (5, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/932
(0, 10) (1, 3) (2, 6) (4, 9) (5, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/843
(0, 10) (1, 3) (2, 7) (4, 5) (6, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/793
(0, 10) (1, 3) (2, 9) (4, 8) (5, 7) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/631
(0, 10) (1, 3) (2, 11) (4, 5) (6, 7) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/804
(0, 10) (1, 3) (2, 11) (4, 8) (5, 7) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/262
(0, 10) (1, 4) (2, 3) (5, 6) (7, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/340
(0, 10) (1, 4) (2, 3) (5, 7) (6, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/977
(0, 10) (1, 4) (2, 3) (5, 9) (6, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/880
(0, 10) (1, 4) (2, 5) (3, 11) (6, 7) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/646
(0, 10) (1, 4) (2, 7) (3, 11) (5, 6) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/197
(0, 10) (1, 4) (2, 8) (3, 5) (6, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/696
(0, 10) (1, 4) (2, 8) (3, 7) (5, 9) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/196
(0, 10) (1, 4) (2, 8) (3, 9) (5, 6) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/684
(0, 10) (1, 4) (2, 9) (3, 6) (5, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/201
(0, 10) (1, 4) (2, 9) (3, 7) (5, 11) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/145
(0, 10) (1, 4) (2, 11) (3, 7) (5, 6) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/610
(0, 10) (1, 4) (2, 11) (3, 9) (5, 7) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/723
(0, 10) (1, 5) (2, 3) (4, 8) (6, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/381
(0, 10) (1, 5) (2, 3) (4, 9) (6, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/660
(0, 10) (1, 5) (2, 3) (4, 9) (6, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/132
(0, 10) (1, 5) (2, 4) (3, 6) (7, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/101
