(0, 3) (1, 9) (2, 8) (4, 7) (5, 10) (6, 11), 0.8602707006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/41
(0, 4) (1, 5) (2, 3) (6, 10) (7, 11) (8, 9), 0.4984076433121019, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/484
(0, 10) (1, 4) (2, 7) (3, 11) (5, 6) (8, 9), 0.4983081210191082, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/197
(0, 3) (1, 4) (2, 7) (5, 8) (6, 11) (9, 10), 0.4983081210191082, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/767
(0, 6) (1, 7) (2, 8) (3, 9) (4, 11) (5, 10), 0.4983081210191082, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/947
(0, 3) (1, 4) (2, 6) (5, 11) (7, 8) (9, 10), 0.4982085987261146, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/34
(0, 9) (1, 8) (2, 10) (3, 6) (4, 5) (7, 11), 0.4982085987261146, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/105
(0, 5) (1, 6) (2, 10) (3, 8) (4, 9) (7, 11), 0.4982085987261146, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/134
(0, 8) (1, 7) (2, 6) (3, 9) (4, 5) (10, 11), 0.4982085987261146, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/374
(0, 11) (1, 6) (2, 3) (4, 5) (7, 8) (9, 10), 0.4982085987261146, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/380
(0, 7) (1, 8) (2, 11) (3, 9) (4, 5) (6, 10), 0.4982085987261146, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/466
(0, 10) (1, 5) (2, 4) (3, 8) (6, 11) (7, 9), 0.4982085987261146, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/903
(0, 2) (1, 8) (3, 7) (4, 11) (5, 9) (6, 10), 0.4982085987261146, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/985
(0, 6) (1, 7) (2, 11) (3, 8) (4, 9) (5, 10), 0.498109076433121, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/96
(0, 3) (1, 7) (2, 6) (4, 5) (8, 11) (9, 10), 0.498109076433121, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/281
(0, 6) (1, 11) (2, 8) (3, 10) (4, 9) (5, 7), 0.498109076433121, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/445
(0, 11) (1, 6) (2, 10) (3, 8) (4, 5) (7, 9), 0.498109076433121, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/627
(0, 4) (1, 2) (3, 11) (5, 10) (6, 9) (7, 8), 0.498109076433121, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/741
(0, 9) (1, 10) (2, 8) (3, 7) (4, 6) (5, 11), 0.498109076433121, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/958
(0, 11) (1, 10) (2, 6) (3, 7) (4, 5) (8, 9), 0.4980095541401274, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/218
(0, 3) (1, 9) (2, 10) (4, 6) (5, 8) (7, 11), 0.4980095541401274, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/234
(0, 7) (1, 4) (2, 9) (3, 8) (5, 6) (10, 11), 0.4980095541401274, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/283
(0, 8) (1, 3) (2, 10) (4, 6) (5, 7) (9, 11), 0.4980095541401274, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/345
(0, 2) (1, 10) (3, 9) (4, 6) (5, 8) (7, 11), 0.4980095541401274, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/361
(0, 8) (1, 6) (2, 4) (3, 10) (5, 11) (7, 9), 0.4980095541401274, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/391
(0, 5) (1, 4) (2, 3) (6, 11) (7, 9) (8, 10), 0.4980095541401274, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/928
(0, 5) (1, 11) (2, 10) (3, 7) (4, 8) (6, 9), 0.4980095541401274, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/974
(0, 11) (1, 4) (2, 8) (3, 5) (6, 9) (7, 10), 0.4979100318471338, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/123
(0, 5) (1, 6) (2, 11) (3, 9) (4, 8) (7, 10), 0.4979100318471338, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/152
(0, 5) (1, 11) (2, 7) (3, 10) (4, 8) (6, 9), 0.4979100318471338, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/192
(0, 5) (1, 8) (2, 6) (3, 7) (4, 11) (9, 10), 0.4979100318471338, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/444
(0, 7) (1, 3) (2, 6) (4, 10) (5, 11) (8, 9), 0.4979100318471338, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/533
(0, 6) (1, 10) (2, 7) (3, 9) (4, 11) (5, 8), 0.4979100318471338, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/559
(0, 4) (1, 5) (2, 8) (3, 9) (6, 10) (7, 11), 0.4979100318471338, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/587
(0, 6) (1, 4) (2, 9) (3, 5) (7, 11) (8, 10), 0.4978105095541401, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/176
(0, 9) (1, 8) (2, 3) (4, 6) (5, 10) (7, 11), 0.4978105095541401, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/338
(0, 10) (1, 5) (2, 11) (3, 7) (4, 9) (6, 8), 0.4978105095541401, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/612
(0, 4) (1, 6) (2, 7) (3, 5) (8, 9) (10, 11), 0.4978105095541401, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/783
(0, 6) (1, 9) (2, 5) (3, 8) (4, 7) (10, 11), 0.4978105095541401, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/847
(0, 11) (1, 4) (2, 6) (3, 10) (5, 9) (7, 8), 0.4977109872611465, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/223
(0, 9) (1, 7) (2, 11) (3, 10) (4, 6) (5, 8), 0.4977109872611465, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/233
(0, 3) (1, 4) (2, 11) (5, 9) (6, 7) (8, 10), 0.4977109872611465, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/300
(0, 1) (2, 3) (4, 5) (6, 10) (7, 9) (8, 11), 0.4977109872611465, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/420
(0, 4) (1, 9) (2, 11) (3, 10) (5, 6) (7, 8), 0.4977109872611465, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/624
(0, 4) (1, 3) (2, 6) (5, 10) (7, 8) (9, 11), 0.4977109872611465, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/673
(0, 3) (1, 4) (2, 7) (5, 10) (6, 11) (8, 9), 0.4977109872611465, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/825
(0, 3) (1, 8) (2, 11) (4, 7) (5, 10) (6, 9), 0.4977109872611465, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/829
(0, 5) (1, 11) (2, 8) (3, 6) (4, 10) (7, 9), 0.4976114649681528, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/90
(0, 11) (1, 5) (2, 3) (4, 10) (6, 9) (7, 8), 0.4976114649681528, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/198
(0, 7) (1, 11) (2, 6) (3, 8) (4, 9) (5, 10), 0.4976114649681528, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/289
(0, 1) (2, 11) (3, 10) (4, 9) (5, 7) (6, 8), 0.4976114649681528, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/566
(0, 3) (1, 6) (2, 9) (4, 7) (5, 10) (8, 11), 0.4976114649681528, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/870
(0, 10) (1, 4) (2, 3) (5, 7) (6, 8) (9, 11), 0.4976114649681528, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/977
(0, 8) (1, 3) (2, 11) (4, 5) (6, 9) (7, 10), 0.4975119426751592, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/131
(0, 2) (1, 11) (3, 6) (4, 5) (7, 10) (8, 9), 0.4975119426751592, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/377
(0, 3) (1, 10) (2, 8) (4, 9) (5, 6) (7, 11), 0.4975119426751592, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/471
(0, 5) (1, 6) (2, 4) (3, 9) (7, 11) (8, 10), 0.4975119426751592, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/600
(0, 11) (1, 4) (2, 9) (3, 6) (5, 7) (8, 10), 0.4975119426751592, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/633
(0, 9) (1, 3) (2, 6) (4, 7) (5, 8) (10, 11), 0.4975119426751592, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/642
(0, 5) (1, 11) (2, 9) (3, 7) (4, 6) (8, 10), 0.4974124203821656, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/711
(0, 11) (1, 8) (2, 3) (4, 7) (5, 10) (6, 9), 0.4974124203821656, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/909
(0, 2) (1, 5) (3, 8) (4, 11) (6, 10) (7, 9), 0.4974124203821656, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/980
(0, 3) (1, 9) (2, 11) (4, 7) (5, 10) (6, 8), 0.4974124203821656, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/984
(0, 4) (1, 10) (2, 8) (3, 11) (5, 9) (6, 7), 0.4973128980891719, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/65
(0, 10) (1, 5) (2, 11) (3, 8) (4, 9) (6, 7), 0.4973128980891719, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/260
(0, 4) (1, 9) (2, 8) (3, 10) (5, 11) (6, 7), 0.4973128980891719, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/331
(0, 2) (1, 3) (4, 7) (5, 8) (6, 9) (10, 11), 0.4973128980891719, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/605
(0, 2) (1, 7) (3, 11) (4, 8) (5, 9) (6, 10), 0.4973128980891719, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/797
(0, 5) (1, 11) (2, 6) (3, 4) (7, 8) (9, 10), 0.4973128980891719, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/931
(0, 7) (1, 8) (2, 11) (3, 9) (4, 10) (5, 6), 0.4973128980891719, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/996
(0, 10) (1, 5) (2, 4) (3, 6) (7, 9) (8, 11), 0.4972133757961783, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/101
(0, 5) (1, 4) (2, 6) (3, 9) (7, 11) (8, 10), 0.4972133757961783, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/337
(0, 11) (1, 3) (2, 6) (4, 7) (5, 9) (8, 10), 0.4972133757961783, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/448
(0, 2) (1, 10) (3, 11) (4, 9) (5, 7) (6, 8), 0.4972133757961783, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/623
(0, 6) (1, 3) (2, 9) (4, 7) (5, 8) (10, 11), 0.4972133757961783, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/721
(0, 11) (1, 5) (2, 9) (3, 10) (4, 6) (7, 8), 0.4972133757961783, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/821
(0, 10) (1, 6) (2, 11) (3, 4) (5, 9) (7, 8), 0.4971138535031847, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/229
(0, 2) (1, 3) (4, 7) (5, 10) (6, 11) (8, 9), 0.4971138535031847, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/643
(0, 2) (1, 7) (3, 6) (4, 11) (5, 9) (8, 10), 0.4971138535031847, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/951
(0, 1) (2, 8) (3, 7) (4, 10) (5, 11) (6, 9), 0.497014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/7
(0, 2) (1, 9) (3, 8) (4, 7) (5, 11) (6, 10), 0.497014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/124
(0, 9) (1, 2) (3, 8) (4, 10) (5, 11) (6, 7), 0.497014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/163
(0, 1) (2, 11) (3, 7) (4, 10) (5, 9) (6, 8), 0.497014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/214
(0, 8) (1, 2) (3, 5) (4, 11) (6, 9) (7, 10), 0.497014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/547
(0, 8) (1, 2) (3, 6) (4, 11) (5, 10) (7, 9), 0.497014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/796
(0, 8) (1, 2) (3, 7) (4, 10) (5, 6) (9, 11), 0.497014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/871
(0, 7) (1, 2) (3, 8) (4, 10) (5, 11) (6, 9), 0.4969148089171974, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/100
(0, 6) (1, 7) (2, 9) (3, 5) (4, 10) (8, 11), 0.4969148089171974, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/541
(0, 11) (1, 7) (2, 9) (3, 4) (5, 6) (8, 10), 0.4969148089171974, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/625
(0, 6) (1, 2) (3, 10) (4, 7) (5, 9) (8, 11), 0.4969148089171974, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/680
(0, 11) (1, 6) (2, 4) (3, 7) (5, 9) (8, 10), 0.4969148089171974, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/837
(0, 1) (2, 3) (4, 8) (5, 11) (6, 9) (7, 10), 0.4969148089171974, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/902
(0, 10) (1, 11) (2, 3) (4, 8) (5, 9) (6, 7), 0.4969148089171974, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/918
(0, 3) (1, 9) (2, 6) (4, 10) (5, 8) (7, 11), 0.4968152866242038, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/293
(0, 2) (1, 6) (3, 11) (4, 10) (5, 8) (7, 9), 0.4968152866242038, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/320
(0, 10) (1, 9) (2, 7) (3, 11) (4, 5) (6, 8), 0.4968152866242038, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/555
(0, 10) (1, 9) (2, 8) (3, 11) (4, 6) (5, 7), 0.4968152866242038, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/629
(0, 5) (1, 4) (2, 10) (3, 8) (6, 9) (7, 11), 0.4967157643312102, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/76
(0, 6) (1, 2) (3, 9) (4, 8) (5, 7) (10, 11), 0.4967157643312102, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/295
(0, 7) (1, 11) (2, 6) (3, 10) (4, 9) (5, 8), 0.4967157643312102, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/322
(0, 8) (1, 2) (3, 9) (4, 7) (5, 11) (6, 10), 0.4967157643312102, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/354
(0, 4) (1, 8) (2, 10) (3, 6) (5, 11) (7, 9), 0.4967157643312102, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/459
(0, 11) (1, 7) (2, 8) (3, 9) (4, 10) (5, 6), 0.4967157643312102, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/770
(0, 1) (2, 5) (3, 10) (4, 7) (6, 11) (8, 9), 0.4967157643312102, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/956
(0, 8) (1, 3) (2, 11) (4, 5) (6, 7) (9, 10), 0.4966162420382166, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/158
(0, 5) (1, 9) (2, 3) (4, 7) (6, 8) (10, 11), 0.4966162420382166, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/264
(0, 5) (1, 2) (3, 9) (4, 11) (6, 10) (7, 8), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/285
(0, 9) (1, 2) (3, 11) (4, 5) (6, 8) (7, 10), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/318
(0, 10) (1, 5) (2, 3) (4, 8) (6, 9) (7, 11), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/381
(0, 10) (1, 8) (2, 11) (3, 7) (4, 5) (6, 9), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/386
(0, 6) (1, 2) (3, 7) (4, 9) (5, 10) (8, 11), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/388
(0, 10) (1, 8) (2, 7) (3, 11) (4, 5) (6, 9), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/405
(0, 7) (1, 9) (2, 3) (4, 6) (5, 8) (10, 11), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/546
(0, 1) (2, 8) (3, 5) (4, 7) (6, 11) (9, 10), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/813
(0, 5) (1, 8) (2, 7) (3, 9) (4, 6) (10, 11), 0.4965167197452229, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/824
(0, 8) (1, 2) (3, 11) (4, 10) (5, 9) (6, 7), 0.4964171974522293, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/190
(0, 6) (1, 7) (2, 9) (3, 4) (5, 10) (8, 11), 0.4964171974522293, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/335
(0, 2) (1, 8) (3, 6) (4, 7) (5, 11) (9, 10), 0.4964171974522293, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/382
(0, 7) (1, 3) (2, 8) (4, 6) (5, 10) (9, 11), 0.4964171974522293, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/543
(0, 3) (1, 9) (2, 6) (4, 5) (7, 10) (8, 11), 0.4964171974522293, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/803
(0, 9) (1, 3) (2, 4) (5, 8) (6, 7) (10, 11), 0.4964171974522293, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/924
(0, 9) (1, 11) (2, 5) (3, 4) (6, 8) (7, 10), 0.4963176751592357, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/206
(0, 6) (1, 8) (2, 10) (3, 9) (4, 7) (5, 11), 0.4963176751592357, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/235
(0, 1) (2, 9) (3, 4) (5, 11) (6, 10) (7, 8), 0.4963176751592357, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/241
(0, 4) (1, 6) (2, 10) (3, 5) (7, 8) (9, 11), 0.4963176751592357, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/430
(0, 7) (1, 2) (3, 9) (4, 5) (6, 10) (8, 11), 0.4963176751592357, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/574
(0, 3) (1, 8) (2, 9) (4, 7) (5, 10) (6, 11), 0.4963176751592357, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/615
(0, 6) (1, 7) (2, 11) (3, 5) (4, 9) (8, 10), 0.4963176751592357, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/997
(0, 4) (1, 9) (2, 3) (5, 10) (6, 11) (7, 8), 0.496218152866242, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/447
(0, 5) (1, 4) (2, 11) (3, 6) (7, 9) (8, 10), 0.496218152866242, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/647
(0, 8) (1, 6) (2, 11) (3, 5) (4, 7) (9, 10), 0.496218152866242, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/874
(0, 6) (1, 10) (2, 5) (3, 11) (4, 8) (7, 9), 0.4961186305732484, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/165
(0, 1) (2, 7) (3, 9) (4, 5) (6, 8) (10, 11), 0.4961186305732484, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/199
(0, 1) (2, 9) (3, 6) (4, 11) (5, 7) (8, 10), 0.4961186305732484, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/372
(0, 11) (1, 8) (2, 9) (3, 10) (4, 7) (5, 6), 0.4961186305732484, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/551
(0, 7) (1, 6) (2, 11) (3, 8) (4, 5) (9, 10), 0.4961186305732484, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/775
(0, 6) (1, 4) (2, 8) (3, 10) (5, 9) (7, 11), 0.4960191082802547, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/302
(0, 11) (1, 3) (2, 7) (4, 5) (6, 9) (8, 10), 0.4959195859872611, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/166
(0, 1) (2, 8) (3, 5) (4, 7) (6, 9) (10, 11), 0.4959195859872611, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/514
(0, 10) (1, 6) (2, 11) (3, 5) (4, 8) (7, 9), 0.4959195859872611, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/639
(0, 10) (1, 4) (2, 8) (3, 9) (5, 6) (7, 11), 0.4959195859872611, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/684
(0, 9) (1, 6) (2, 10) (3, 5) (4, 7) (8, 11), 0.4959195859872611, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/935
(0, 1) (2, 9) (3, 7) (4, 6) (5, 10) (8, 11), 0.4958200636942675, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/178
(0, 5) (1, 9) (2, 6) (3, 4) (7, 8) (10, 11), 0.4958200636942675, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/348
(0, 6) (1, 7) (2, 9) (3, 4) (5, 8) (10, 11), 0.4958200636942675, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/358
(0, 7) (1, 3) (2, 9) (4, 6) (5, 10) (8, 11), 0.4958200636942675, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/370
(0, 10) (1, 11) (2, 8) (3, 7) (4, 9) (5, 6), 0.4958200636942675, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/425
(0, 5) (1, 10) (2, 6) (3, 11) (4, 9) (7, 8), 0.4958200636942675, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/819
(0, 6) (1, 11) (2, 10) (3, 8) (4, 5) (7, 9), 0.4958200636942675, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/849
(0, 5) (1, 3) (2, 7) (4, 11) (6, 9) (8, 10), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/73
(0, 10) (1, 4) (2, 9) (3, 6) (5, 7) (8, 11), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/201
(0, 6) (1, 2) (3, 8) (4, 7) (5, 9) (10, 11), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/297
(0, 10) (1, 6) (2, 4) (3, 9) (5, 11) (7, 8), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/326
(0, 9) (1, 6) (2, 8) (3, 4) (5, 11) (7, 10), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/487
(0, 8) (1, 9) (2, 5) (3, 10) (4, 7) (6, 11), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/732
(0, 11) (1, 2) (3, 8) (4, 5) (6, 10) (7, 9), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/742
(0, 7) (1, 4) (2, 6) (3, 5) (8, 11) (9, 10), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/745
(0, 2) (1, 9) (3, 11) (4, 6) (5, 8) (7, 10), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/802
(0, 8) (1, 3) (2, 6) (4, 11) (5, 10) (7, 9), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/806
(0, 11) (1, 2) (3, 5) (4, 8) (6, 9) (7, 10), 0.4957205414012738, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/848
(0, 8) (1, 2) (3, 6) (4, 10) (5, 7) (9, 11), 0.4956210191082802, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/193
(0, 5) (1, 4) (2, 6) (3, 10) (7, 9) (8, 11), 0.4956210191082802, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/242
(0, 9) (1, 7) (2, 8) (3, 6) (4, 10) (5, 11), 0.4956210191082802, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/455
(0, 11) (1, 6) (2, 9) (3, 7) (4, 5) (8, 10), 0.4956210191082802, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/572
(0, 3) (1, 11) (2, 8) (4, 7) (5, 10) (6, 9), 0.4956210191082802, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/598
(0, 7) (1, 4) (2, 8) (3, 9) (5, 6) (10, 11), 0.4956210191082802, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/946
(0, 3) (1, 9) (2, 7) (4, 6) (5, 11) (8, 10), 0.4955214968152866, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/104
(0, 9) (1, 10) (2, 8) (3, 5) (4, 7) (6, 11), 0.4955214968152866, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/171
(0, 5) (1, 9) (2, 11) (3, 6) (4, 7) (8, 10), 0.4955214968152866, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/224
(0, 10) (1, 4) (2, 3) (5, 6) (7, 9) (8, 11), 0.4955214968152866, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/340
